j,trajectory,M,S,D
2976,"1 2 3 4 -1 4 -2 -4 -4 -2 -3 2",384,1,-128
2977,"1 2 3 4 -1 -2 4 -3 -4 2 -4 -2",384,1,64
2978,"1 2 3 4 3 -2 -4 2 -3 -3 -1 -2",384,1,0
2979,"1 2 3 4 3 -4 -1 -3 -4 -3 4 -2",384,1,-64
2980,"1 2 3 4 4 -3 -1 3 -4 -4 -2 -3",384,1,-128
2981,"1 2 3 4 -1 -3 4 -2 -4 3 -4 -3",384,1,-64
2982,"1 2 3 4 -3 2 4 -1 -2 -2 -4 -4",384,1,0
2983,"1 2 3 4 3 -1 4 -2 -4 -3 -3 -4",384,1,-128
2984,"1 2 3 4 3 -4 -4 -3 -2 -3 -1 4",384,1,-128
2985,"1 2 3 4 -1 2 -4 -2 -4 -3 4 -2",384,1,-64
2986,"1 2 3 4 -1 4 -3 -3 -4 3 -2 -4",384,1,0
2987,"1 2 3 4 4 -3 -1 -4 -4 -3 -2 3",384,1,-128
2988,"1 2 3 4 -3 -4 -3 4 -1 -4 -2 3",384,1,-64
2989,"1 2 3 4 4 -1 -4 3 -4 -3 -2 -3",384,1,-128
2990,"1 2 3 4 -1 -2 -2 4 -3 -4 2 -4",384,1,0
2991,"1 2 3 4 -2 -3 4 -3 -1 -4 -4 3",384,1,0
2992,"1 2 3 4 4 -1 -3 -3 -4 3 -2 -4",384,1,0
2993,"1 2 3 4 3 -4 -1 -4 -3 -3 4 -2",384,1,0
2994,"1 2 3 3 4 -2 -4 -4 -1 4 -3 -3",192,1,0
2995,"1 2 3 4 -3 4 -3 -4 -2 3 -1 -4",384,1,-64
2996,"1 2 3 4 -3 -3 4 -1 3 -2 -4 -4",384,1,0
2997,"1 2 3 4 -3 4 -3 -4 -1 -4 -2 3",384,1,-64
2998,"1 2 3 4 -1 2 -4 -4 -2 -3 4 -2",384,1,-128
2999,"1 2 3 -1 3 2 -3 4 -3 -4 -2 -2",384,1,0
3000,"1 2 3 4 3 -4 -3 4 -3 -1 -4 -2",384,1,64
3001,"1 2 3 2 4 -1 -2 -4 -4 -3 4 -2",384,1,0
3002,"1 2 3 -1 -3 -3 4 -2 4 3 -4 -4",384,1,128
3003,"1 2 3 4 -3 4 -3 -1 -4 -4 3 -2",384,1,0
3004,"1 2 3 4 -3 -2 -4 -1 4 3 -4 -3",384,1,-64
3005,"1 2 3 4 -1 -3 -4 -4 -2 3 4 -3",384,1,128
3006,"1 2 3 4 -1 4 -3 -3 -2 -4 -4 3",384,1,-128
3007,"1 2 3 4 4 -3 -3 -4 -2 3 -1 -4",384,1,-128
3008,"1 2 3 4 4 -3 -3 -4 -1 -4 -2 3",384,1,-128
3009,"1 2 3 4 -3 2 -4 -2 -4 -2 -1 4",384,1,0
3010,"1 2 3 4 4 -2 -3 -4 -4 -2 -1 2",384,1,0
3011,"1 2 3 4 4 -3 -4 3 -4 -1 -3 -2",384,1,128
3012,"1 2 3 4 2 4 -3 -2 -4 -1 -4 -2",384,1,0
3013,"1 2 3 4 -2 3 -1 -4 -4 -3 4 -3",384,1,-128
3014,"1 2 3 4 3 -1 -2 -3 -4 -4 -3 4",384,1,-128
3015,"1 2 3 4 2 -3 -2 -4 -1 -4 -2 4",384,1,64
3016,"1 2 3 4 -2 -4 3 -2 -3 2 -1 -3",192,1,0
3017,"1 2 3 4 -2 -4 -3 -4 -3 4 -1 3",384,1,64
3018,"1 2 3 2 4 4 -2 -3 -4 -4 -1 -2",384,1,128
3019,"1 2 3 2 -3 4 3 -4 -2 -2 -1 -3",384,1,-128
3020,"1 2 3 4 -2 4 2 -3 -4 -2 -1 -4",384,1,0
3021,"1 2 3 4 -3 2 -4 -4 -2 -2 -1 4",384,1,0
3022,"1 2 3 4 -3 -4 -4 2 4 -2 -1 -2",384,1,0
3023,"1 2 3 4 -3 -3 4 -2 -1 -4 -4 3",384,1,0
3024,"1 2 3 4 3 4 -1 -4 -2 -4 -3 -3",384,1,-128
3025,"1 2 3 2 4 4 -3 -2 -4 -1 -4 -2",384,1,0
3026,"1 2 3 4 2 -3 -2 -1 -4 -4 -2 4",384,1,0
3027,"1 2 3 2 4 -2 -4 3 -2 -3 -1 -3",384,1,64
3028,"1 2 3 4 -3 -2 -4 3 2 -3 -1 -2",384,1,64
3029,"1 2 3 4 4 -1 -4 2 -4 -3 -2 -2",384,1,-256
3030,"1 2 3 4 -2 -4 -4 -3 -3 4 -1 3",384,1,128
3031,"1 2 3 3 -2 4 4 -3 -3 -1 -4 -4",192,1,-256
3032,"1 2 3 4 -3 2 -4 -3 -2 3 -1 -2",384,1,64
3033,"1 2 3 4 -2 -3 2 4 -1 -4 -2 -4",384,1,64
3034,"1 2 3 4 4 -1 -4 -4 -3 -3 -2 3",384,1,-256
3035,"1 2 3 4 -3 -2 4 -1 2 -4 -4 -2",384,1,-128
3036,"1 2 3 4 4 3 -4 -3 -4 -1 -3 -2",384,1,-128
3037,"1 2 3 -2 3 4 -3 4 -1 -3 -4 -4",384,1,-128
3038,"1 2 3 4 -2 -1 -2 4 2 -3 -4 -4",384,1,0
3039,"1 2 3 4 4 -2 -3 -4 -3 -4 -1 3",384,1,0
3040,"1 2 3 -2 3 4 -3 -4 -3 4 -1 -4",384,1,-64
3041,"1 2 3 4 -1 2 4 -3 -2 -4 -2 -4",384,1,-64
3042,"1 2 3 4 2 -4 -3 -2 4 -1 -4 -2",384,1,0
3043,"1 2 3 4 4 -2 3 -4 -1 -4 -3 -3",384,1,-128
3044,"1 2 3 -2 4 -2 -4 2 -3 -3 -1 3",384,1,0
3045,"1 2 3 2 3 4 -2 -4 -3 -3 -1 -2",384,1,128
3046,"1 2 3 4 -1 4 -3 -4 -3 -4 -2 3",384,1,-64
3047,"1 2 3 4 -2 -4 -3 -3 -4 3 -1 4",384,1,128
3048,"1 2 3 4 4 3 -4 -1 -3 -3 -2 -4",384,1,0
3049,"1 2 3 4 3 -1 -3 -4 -4 -3 -2 4",384,1,-128
3050,"1 2 3 4 -3 -2 -4 -1 3 4 -3 -4",384,1,64
3051,"1 2 3 4 -2 -3 2 4 -1 -4 -4 -2",384,1,128
3052,"1 2 3 4 3 -4 -3 -4 -1 -3 -2 4",384,1,-128
3053,"1 2 3 4 -3 4 3 -1 -3 -4 -4 -2",384,1,-128
3054,"1 2 3 4 -1 2 4 -3 -2 -2 -4 -4",384,1,-128
3055,"1 2 3 -2 4 4 -3 -4 -4 3 -1 -3",384,1,128
3056,"1 2 3 4 4 -2 -3 2 -1 -2 -4 -4",192,1,128
3057,"1 2 3 4 -3 4 -2 -3 -4 3 -1 -4",384,1,-64
3058,"1 2 3 4 4 3 -4 -4 -1 -3 -2 -3",384,1,-128
3059,"1 2 3 4 -3 4 3 -1 -3 -4 -2 -4",384,1,-64
3060,"1 2 3 -2 4 -1 -4 -4 -3 2 4 -2",384,1,-128
3061,"1 2 3 4 2 -1 4 -3 -2 -4 -4 -2",384,1,0
3062,"1 2 3 4 -1 4 -3 -3 -4 -4 -2 3",384,1,-128
3063,"1 2 3 4 3 -2 -3 4 -3 -4 -1 -4",384,1,-64
3064,"1 2 3 4 -1 -4 -3 4 -3 -4 -2 3",384,1,-64
3065,"1 2 3 4 3 -4 -4 -3 -1 -3 -2 4",384,1,-128
3066,"1 2 3 4 4 -2 -1 2 -3 -4 -4 -2",192,1,-256
3067,"1 2 3 4 -1 -3 4 -3 -2 3 -4 -4",384,1,-128
3068,"1 2 3 4 -2 -4 -4 3 -1 4 -3 -3",384,1,128
3069,"1 2 3 4 2 -3 -2 -4 -2 -3 -1 3",384,1,-64
3070,"1 2 3 4 -3 -2 -4 -4 -2 4 -1 2",384,1,128
3071,"1 2 3 4 -3 -4 -3 -2 4 3 -1 -4",384,1,-64
3072,"1 2 3 -1 4 4 -3 -3 -2 3 -4 -4",384,1,-256
3073,"1 2 3 4 3 -2 -4 -1 -3 -4 -3 4",384,1,-64
3074,"1 2 3 4 -1 -4 -3 -4 -3 -2 3 4",192,1,-64
3075,"1 2 3 4 4 -3 -2 -3 -4 3 -1 -4",384,1,0
3076,"1 2 3 4 -1 -3 -4 -3 4 3 -4 -2",384,1,64
3077,"1 2 3 4 -3 4 3 -1 -3 -2 -4 -4",384,1,-128
3078,"1 2 3 4 2 -3 -4 -1 4 -2 -4 -2",384,1,0
3079,"1 2 3 4 4 -2 -4 3 -4 -3 -1 -3",384,1,-128
3080,"1 2 3 4 4 2 -4 -3 -2 -4 -1 -2",384,1,0
3081,"1 2 3 4 -3 -2 -3 -4 3 4 -1 -4",384,1,64
3082,"1 2 3 4 -3 -3 -4 -2 4 3 -1 -4",384,1,-128
3083,"1 2 3 4 -2 4 -3 -4 -3 -1 3 -4",384,1,-64
3084,"1 2 3 4 3 -2 -4 -1 -4 -3 -3 4",384,1,-128
3085,"1 2 3 4 -1 -4 -4 -3 -3 -2 3 4",192,1,-128
3086,"1 2 3 4 -1 -4 -3 -3 4 3 -4 -2",384,1,128
3087,"1 2 3 4 -2 -4 -3 4 -1 -2 -4 2",384,1,64
3088,"1 2 3 4 4 3 -2 -4 -4 -3 -1 -3",384,1,-128
3089,"1 2 3 4 2 4 -1 -2 -4 -3 -4 -2",384,1,-64
3090,"1 2 3 3 4 4 -2 -4 -4 -1 -3 -3",384,1,-256
3091,"1 2 3 -1 3 4 -3 -4 -3 4 -2 -4",384,1,-64
3092,"1 2 3 4 -3 4 -2 -1 -4 2 -4 -2",384,1,-64
3093,"1 2 3 2 4 -1 4 -3 -4 -2 -4 -2",192,1,0
3094,"1 2 3 4 -2 -4 -1 2 -3 4 -2 -4",96,1,64
3095,"1 2 3 4 -2 -3 -4 -3 2 3 -1 -2",384,1,64
3096,"1 2 3 4 -1 -4 3 -2 -4 -3 4 -3",384,1,-64
3097,"1 2 3 4 -1 -4 -4 -2 3 4 -3 -3",384,1,128
3098,"1 2 3 4 -3 -3 -2 -4 3 4 -1 -4",384,1,0
3099,"1 2 3 4 -1 -2 -4 -2 4 -3 -4 2",384,1,-64
3100,"1 2 3 4 -2 -4 3 -4 -3 -3 -1 4",384,1,0
3101,"1 2 3 4 4 -3 -3 -1 3 -2 -4 -4",384,1,0
3102,"1 2 3 4 2 -3 -4 -1 -2 4 -2 -4",384,1,0
3103,"1 2 3 4 4 -2 -1 -2 -4 -4 -3 2",192,1,-256
3104,"1 2 3 4 -3 -2 3 -1 4 -3 -4 -4",384,1,0
3105,"1 2 3 4 2 4 -1 -4 -2 -4 -3 -2",192,1,-128
3106,"1 2 3 2 4 4 -1 -2 -4 -3 -4 -2",384,1,-128
3107,"1 2 3 -1 -3 4 3 4 -3 -4 -4 -2",384,1,-128
3108,"1 2 3 4 4 -2 -1 -3 -3 -4 -4 3",384,1,-256
3109,"1 2 3 4 -3 -4 3 -2 -3 -4 -1 4",384,1,-64
3110,"1 2 3 4 -2 -2 -1 2 4 -3 -4 -4",384,1,-128
3111,"1 2 3 2 4 -1 4 -3 -4 -4 -2 -2",192,1,0
3112,"1 2 3 4 2 -4 -3 -3 -1 -2 3 -2",384,1,-128
3113,"1 2 3 4 3 -4 -3 -2 -3 4 -1 -4",384,1,64
3114,"1 2 3 4 3 -4 -4 -2 -1 -3 -3 4",384,1,-256
3115,"1 2 3 4 -2 -4 -3 -3 2 3 -1 -2",384,1,128
3116,"1 2 3 4 -1 -4 3 -2 -4 -3 -3 4",384,1,-128
3117,"1 2 3 4 -2 -1 2 4 -3 -4 -2 -4",384,1,-64
3118,"1 2 3 4 3 -2 -3 -1 -4 -4 -3 4",384,1,-128
3119,"1 2 3 4 -2 4 2 -1 -2 -3 -4 -4",384,1,0
3120,"1 2 3 4 2 -4 -3 -4 -2 -1 4 -2",384,1,-64
3121,"1 2 3 4 -1 -4 -3 -3 -4 3 4 -2",384,1,128
3122,"1 2 3 4 3 -1 -3 4 -3 -4 -4 -2",384,1,-128
3123,"1 2 3 2 4 4 -3 -4 -4 -2 -1 -2",384,1,0
3124,"1 2 3 4 2 -3 -4 -1 4 -2 -2 -4",384,1,0
3125,"1 2 3 4 2 4 -1 -4 -4 -2 -3 -2",384,1,-128
3126,"1 2 3 4 -1 4 3 -4 -3 -4 -2 -3",384,1,-64
3127,"1 2 3 4 -3 -3 4 3 -2 -4 -1 -4",384,1,0
3128,"1 2 3 4 3 -4 -3 -3 -2 4 -1 -4",384,1,128
3129,"1 2 3 4 2 -4 -4 -1 -2 -3 -2 4",384,1,-128
3130,"1 2 3 4 -2 -3 -4 -3 4 3 -1 -4",384,1,64
3131,"1 2 3 4 2 -3 -4 -4 -1 4 -2 -2",384,1,0
3132,"1 2 3 -2 4 -1 4 2 -4 -3 -4 -2",192,1,0
3133,"1 2 3 4 -1 4 -2 -4 -3 2 -4 -2",384,1,0
3134,"1 2 3 4 -2 -4 -1 2 -4 -3 4 -2",384,1,-64
3135,"1 2 3 4 -2 -1 2 4 -3 -4 -4 -2",384,1,-128
3136,"1 2 3 4 2 -3 -2 -1 4 -2 -4 -4",384,1,0
3137,"1 2 3 4 -3 -2 -4 -4 3 4 -1 -3",384,1,128
3138,"1 2 3 4 3 -2 4 -3 -1 -4 -4 -3",384,1,-128
3139,"1 2 3 4 -1 4 3 -4 -4 -3 -2 -3",384,1,0
3140,"1 2 3 4 -2 4 -3 -4 -2 -4 -1 2",384,1,-64
3141,"1 2 3 4 -2 4 -2 -1 2 -3 -4 -4",384,1,-128
3142,"1 2 3 4 -3 -1 -4 3 -4 -3 4 -2",384,1,-64
3143,"1 2 3 4 -2 -4 -3 -3 4 3 -1 -4",384,1,128
3144,"1 2 3 4 4 -2 -4 -1 -4 2 -3 -2",384,1,0
3145,"1 2 3 4 -2 3 -4 -3 4 -1 -4 -3",384,1,64
3146,"1 2 3 -1 -3 4 3 -2 4 -3 -4 -4",384,1,-128
3147,"1 2 3 4 -1 3 4 -3 -4 -3 -4 -2",384,1,64
3148,"1 2 3 4 -1 2 -4 -2 4 -3 -2 -4",384,1,64
3149,"1 2 3 4 -1 -2 4 2 -4 -3 -2 -4",384,1,64
3150,"1 2 3 4 -1 4 -2 3 -4 -3 -4 -3",384,1,-64
3151,"1 2 3 4 -3 -3 4 -2 -1 3 -4 -4",384,1,0
3152,"1 2 3 4 2 -3 -2 -4 -2 -4 -1 4",384,1,64
3153,"1 2 3 4 4 2 -4 -4 -1 -2 -3 -2",384,1,-128
3154,"1 2 3 4 -3 -4 -2 -4 2 4 -1 -2",384,1,64
3155,"1 2 3 4 3 -4 -4 -1 -2 -3 -3 4",384,1,-128
3156,"1 2 3 4 -3 -4 2 -1 -4 -2 4 -2",384,1,64
3157,"1 2 3 4 2 -4 3 -2 -2 -1 -3 -3",384,1,0
3158,"1 2 3 4 -1 -3 4 -3 -2 -4 -4 3",384,1,-128
3159,"1 2 3 4 3 -2 -3 4 -3 -1 -4 -4",384,1,0
3160,"1 2 3 4 -3 -1 3 -4 -4 -3 4 -2",384,1,-128
3161,"1 2 3 4 -2 -4 2 3 -2 -3 -1 -3",384,1,64
3162,"1 2 3 4 -1 -3 4 -3 -2 -4 3 -4",384,1,-128
3163,"1 2 3 4 -3 4 2 -4 -1 -2 -4 -2",384,1,-64
3164,"1 2 3 4 -3 -4 -1 3 4 -3 -2 -4",384,1,128
3165,"1 2 3 4 -3 -4 -4 -1 4 3 -2 -3",384,1,0
3166,"1 2 3 4 -3 -3 -1 4 3 -2 -4 -4",384,1,0
3167,"1 2 3 4 -1 -4 -4 2 4 -3 -2 -2",384,1,0
3168,"1 2 3 4 2 3 -4 -3 -2 -3 -1 -2",384,1,-64
3169,"1 2 3 4 3 -4 -1 4 -3 -4 -2 -3",384,1,-64
3170,"1 2 3 4 -1 3 4 -3 -3 -4 -4 -2",384,1,128
3171,"1 2 3 4 4 -3 -3 -1 -4 -4 -2 3",384,1,-256
3172,"1 2 3 4 -3 -1 -4 -2 3 -4 -3 4",384,1,0
3173,"1 2 3 4 -2 4 2 -1 -4 -3 -4 -2",384,1,-64
3174,"1 2 3 4 -1 4 -2 3 -4 -4 -3 -3",384,1,-128
3175,"1 2 3 4 4 -2 3 -1 -4 -4 -3 -3",384,1,-256
3176,"1 2 3 4 2 -3 -2 -2 -4 -4 -1 4",384,1,128
3177,"1 2 3 4 3 -4 -1 -2 -3 4 -3 -4",192,1,-64
3178,"1 2 3 4 -3 -2 -4 -4 2 4 -1 -2",384,1,128
3179,"1 2 3 4 4 3 -1 -4 -3 -4 -2 -3",384,1,-128
3180,"1 2 3 4 -3 -4 -2 4 -2 -4 -1 2",384,1,-64
3181,"1 2 3 4 2 -4 -2 -1 4 -3 -2 -4",384,1,64
3182,"1 2 3 4 -2 -2 4 2 -3 -4 -1 -4",384,1,0
3183,"1 2 3 4 -1 4 -3 -3 -2 -4 3 -4",384,1,-128
3184,"1 2 3 4 -3 -4 -1 -2 -4 -3 4 3",96,1,0
3185,"1 2 3 3 4 4 -1 -4 -4 -2 -3 -3",384,1,-256
3186,"1 2 3 4 -3 4 2 -4 -1 -4 -2 -2",384,1,0
3187,"1 2 3 4 -3 -1 -4 3 4 -3 -4 -2",384,1,64
3188,"1 2 3 4 2 3 -4 -3 -3 -2 -1 -2",384,1,0
3189,"1 2 3 4 -2 3 -4 -1 -4 -3 4 -3",384,1,-64
3190,"1 2 3 4 -1 -3 4 3 -4 -2 -4 -3",384,1,64
3191,"1 2 3 4 4 -3 -1 3 -4 -3 -2 -4",384,1,-128
3192,"1 2 3 4 -2 4 2 -1 -4 -4 -3 -2",384,1,-128
3193,"1 2 3 4 -2 -3 4 -2 -4 2 -1 -4",384,1,0
3194,"1 2 3 4 -2 -4 -2 3 2 -3 -1 -3",192,1,64
3195,"1 2 3 4 3 -4 -1 -2 4 -3 -3 -4",384,1,-128
3196,"1 2 3 3 -1 -3 4 -3 4 -2 -4 -4",192,1,-128
3197,"1 2 3 4 -3 -4 3 -2 4 -3 -1 -4",384,1,64
3198,"1 2 3 -2 -3 4 3 4 -3 -1 -4 -4",384,1,0
3199,"1 2 3 4 -1 4 -3 -2 3 -4 -4 -3",384,1,-128
3200,"1 2 3 4 -1 -2 -4 2 4 -3 -4 -2",384,1,-64
3201,"1 2 3 4 -1 3 -4 -4 -2 -3 -3 4",384,1,-256
3202,"1 2 3 4 -2 -2 -3 4 -1 -4 -4 2",384,1,0
3203,"1 2 3 4 4 2 -3 -2 -2 -1 -4 -4",384,1,-256
3204,"1 2 3 4 -3 -4 -2 4 -3 -4 -1 3",384,1,-64
3205,"1 2 3 4 -2 3 -4 -3 -2 -3 -1 2",384,1,-64
3206,"1 2 3 4 -3 -1 -4 -3 -2 -4 3 4",192,1,0
3207,"1 2 3 3 4 4 -1 -3 -3 -4 -4 -2",192,1,-256
3208,"1 2 3 4 -3 -3 4 -1 -2 3 -4 -4",384,1,-128
3209,"1 2 3 4 -3 -4 -1 -4 3 4 -2 -3",384,1,64
3210,"1 2 3 4 -1 -3 4 -2 -4 -3 -4 3",384,1,-64
3211,"1 2 3 3 4 4 -3 -3 -1 -2 -4 -4",192,1,-256
3212,"1 2 3 4 -1 -3 4 3 -4 -4 -2 -3",384,1,0
3213,"1 2 3 -2 -3 -1 3 4 4 -3 -4 -4",384,1,-128
3214,"1 2 3 4 2 -3 -4 -2 4 -1 -2 -4",384,1,0
3215,"1 2 3 4 -3 -2 -4 -1 -4 2 4 -2",384,1,0
3216,"1 2 3 4 -3 4 -1 -4 -3 -4 3 -2",192,1,0
3217,"1 2 3 4 -2 4 -3 -3 -1 3 -4 -4",384,1,-128
3218,"1 2 3 4 -1 -3 -4 -2 3 4 -3 -4",384,1,128
3219,"1 2 3 -2 4 -1 -3 -3 4 3 -4 -4",384,1,128
3220,"1 2 3 4 2 -3 -2 4 -2 -1 -4 -4",384,1,-128
3221,"1 2 3 4 -3 -1 -4 -4 -3 4 -2 3",384,1,0
3222,"1 2 3 4 4 3 -1 -3 -4 -3 -2 -4",384,1,-128
3223,"1 2 3 4 -3 -4 -4 -1 3 4 -2 -3",384,1,128
3224,"1 2 3 3 4 -3 -2 -3 4 -1 -4 -4",384,1,-128
3225,"1 2 3 4 -2 -2 -3 -4 2 3 -1 -3",384,1,128
3226,"1 2 3 4 3 -1 -4 -4 -2 -3 4 -3",192,1,-128
3227,"1 2 3 4 -3 -2 -1 2 4 -2 -4 -4",384,1,128
3228,"1 2 3 4 2 -4 -4 -3 4 -2 -1 -2",384,1,0
3229,"1 2 3 4 -1 4 3 -2 -3 -4 -4 -3",384,1,-128
3230,"1 2 3 4 -3 -2 4 3 -4 -3 -1 -4",384,1,64
3231,"1 2 3 4 -1 3 -4 -3 -4 -3 -2 4",384,1,-128
3232,"1 2 3 4 -2 3 -4 -4 -1 4 -3 -3",384,1,-128
3233,"1 2 3 2 4 3 -4 -3 -2 -2 -1 -3",384,1,-128
3234,"1 2 3 4 -1 4 -3 -2 -4 3 -4 -3",384,1,-64
3235,"1 2 3 4 3 -1 4 -3 -2 -4 -4 -3",384,1,-128
3236,"1 2 3 4 -3 -3 -4 3 4 -2 -1 -4",384,1,128
3237,"1 2 3 4 -3 -3 -4 3 -2 4 -1 -4",384,1,0
3238,"1 2 3 4 3 -2 -4 -1 4 -3 -4 -3",384,1,-64
3239,"1 2 3 3 4 -1 4 -3 -3 -2 -4 -4",384,1,-256
3240,"1 2 3 -2 3 4 4 -1 -3 -3 -4 -4",384,1,-256
3241,"1 2 3 4 -1 3 -4 -4 -3 -3 -2 4",384,1,-256
3242,"1 2 3 4 -3 4 -1 -3 -2 -4 -4 3",384,1,-128
3243,"1 2 3 4 -3 4 -3 -2 3 -1 -4 -4",384,1,-128
3244,"1 2 3 4 2 -1 4 -2 -3 -4 -2 -4",384,1,-64
3245,"1 2 3 4 3 -2 -4 -3 -3 -2 -1 2",384,1,0
3246,"1 2 3 4 -3 4 -1 3 -4 -4 -2 -3",384,1,-128
3247,"1 2 3 4 -3 -3 -4 3 -4 -1 4 -2",384,1,128
3248,"1 2 3 4 -2 4 -1 -4 3 -4 -3 -3",384,1,-128
3249,"1 2 3 4 2 4 -3 -2 -4 -4 -1 -2",384,1,128
3250,"1 2 3 4 -3 -4 -1 -2 3 4 -3 -4",96,1,64
3251,"1 2 3 4 -2 -1 -4 -4 2 -3 4 -2",384,1,0
3252,"1 2 3 4 -3 -3 4 3 -4 -2 -1 -4",384,1,128
3253,"1 2 3 4 2 -1 4 -2 -3 -2 -4 -4",384,1,-128
3254,"1 2 3 4 -2 -4 -3 2 -4 -2 -1 4",384,1,128
3255,"1 2 3 4 3 -4 -1 -3 4 -3 -2 -4",384,1,0
3256,"1 2 3 4 -3 -4 3 -4 -2 4 -1 -3",384,1,64
3257,"1 2 3 4 3 -2 -3 -4 -3 2 -1 -2",192,1,128
3258,"1 2 3 4 -2 -4 2 -4 -3 4 -1 -2",384,1,64
3259,"1 2 3 4 3 4 -2 -1 -3 -4 -3 -4",96,1,-128
3260,"1 2 3 4 -2 -4 -3 -3 -1 -4 3 4",384,1,128
3261,"1 2 3 4 -2 4 -2 -1 -4 -3 -4 2",192,1,-64
3262,"1 2 3 4 2 -3 -3 -4 3 -2 -1 -2",384,1,0
3263,"1 2 3 4 -2 -3 -3 4 -1 3 -4 -4",384,1,128
3264,"1 2 3 4 -1 -4 -3 4 3 -4 -3 -2",384,1,128
3265,"1 2 3 4 -1 -3 4 -3 -4 -4 -2 3",384,1,-128
3266,"1 2 3 4 4 -3 -1 -4 3 -4 -2 -3",384,1,0
3267,"1 2 3 4 -1 3 -4 -3 4 -3 -4 -2",384,1,-64
3268,"1 2 3 4 -3 -4 -4 3 -2 4 -1 -3",384,1,128
3269,"1 2 3 4 4 -2 -4 -3 -4 2 -1 -2",384,1,128
3270,"1 2 3 4 -2 -2 -4 2 -3 4 -1 -4",384,1,128
3271,"1 2 3 4 -1 -4 3 4 -2 -4 -3 -3",384,1,0
3272,"1 2 3 4 3 4 -2 -1 -3 -3 -4 -4",192,1,-256
3273,"1 2 3 4 2 -4 -3 4 -2 -1 -2 -4",384,1,-64
3274,"1 2 3 4 -2 -1 -4 -2 4 -3 -4 2",384,1,-64
3275,"1 2 3 4 3 4 -3 -1 -2 -3 -4 -4",384,1,0
3276,"1 2 3 4 4 -3 -4 -4 -1 3 -2 -3",384,1,128
3277,"1 2 3 4 4 -2 -2 -1 -4 -3 -4 2",192,1,-128
3278,"1 2 3 4 4 -1 3 -4 -3 -3 -4 -2",384,1,-128
3279,"1 2 3 4 -1 -2 -2 4 -3 2 -4 -4",192,1,128
3280,"1 2 3 4 3 -1 4 -3 -2 -4 -3 -4",192,1,-128
3281,"1 2 3 4 -3 -2 4 -2 -4 -4 -1 2",384,1,-128
3282,"1 2 3 4 3 -4 -4 -1 -3 4 -2 -3",384,1,0
3283,"1 2 3 4 2 -3 -4 -2 -1 4 -2 -4",384,1,0
3284,"1 2 3 4 -3 -2 -4 2 4 -1 -4 -2",384,1,128
3285,"1 2 3 4 -2 -3 2 -4 3 -2 -1 -3",192,1,128
3286,"1 2 3 4 -1 -2 4 -3 -4 3 -4 -3",384,1,0
3287,"1 2 3 4 -3 -2 -4 -4 -1 -2 4 2",384,1,128
3288,"1 2 3 3 4 -2 -3 4 -3 -1 -4 -4",384,1,-128
3289,"1 2 3 4 2 -4 -2 -3 -4 -2 -1 4",384,1,-128
3290,"1 2 3 4 3 -2 -4 -1 4 -3 -3 -4",384,1,-128
3291,"1 2 3 4 2 -3 -2 4 -1 -4 -2 -4",384,1,-64
3292,"1 2 3 -1 3 4 4 -3 -3 -2 -4 -4",384,1,-256
3293,"1 2 3 4 -1 -4 -4 -2 -3 -3 4 3",384,1,-128
3294,"1 2 3 4 2 -4 -3 4 -1 -2 -2 -4",384,1,-128
3295,"1 2 3 4 4 -1 -2 -4 -3 2 -4 -2",384,1,0
3296,"1 2 3 4 3 -1 4 -3 -3 -2 -4 -4",384,1,-256
3297,"1 2 3 4 3 -1 4 -3 -2 -3 -4 -4",384,1,-128
3298,"1 2 3 2 4 4 -1 -4 -4 -2 -3 -2",192,1,-256
3299,"1 2 3 4 -2 -4 -4 3 -1 -3 -3 4",384,1,128
3300,"1 2 3 4 -1 -3 -4 3 -2 -4 -3 4",384,1,0
3301,"1 2 3 4 -1 3 -2 -4 -3 -4 -3 4",384,1,-128
3302,"1 2 3 4 -1 -3 -3 -2 4 3 -4 -4",384,1,0
3303,"1 2 3 4 2 -4 -4 -1 4 -2 -3 -2",384,1,-128
3304,"1 2 3 4 -3 -4 -4 -3 -2 4 -1 3",384,1,0
3305,"1 2 3 4 -2 -3 -1 -4 -3 -4 3 4",384,1,64
3306,"1 2 3 4 2 -4 -1 -2 4 -3 -2 -4",384,1,64
3307,"1 2 3 4 2 -3 -2 4 -1 -4 -4 -2",384,1,-128
3308,"1 2 3 2 4 -3 4 -2 -4 -1 -4 -2",384,1,0
3309,"1 2 3 4 4 -3 -2 -2 -4 -1 -4 2",384,1,-256
3310,"1 2 3 4 4 -3 -4 -4 3 -1 -3 -2",384,1,256
3311,"1 2 3 4 -3 -2 4 -2 -4 -1 -4 2",384,1,-128
3312,"1 2 3 4 -3 -2 4 -1 -4 2 -4 -2",384,1,-128
3313,"1 2 3 4 -1 3 -2 -4 -4 -3 -3 4",384,1,-256
3314,"1 2 3 4 -3 4 3 -4 -2 -4 -1 -3",384,1,-64
3315,"1 2 3 4 4 -1 2 -4 -3 -2 -4 -2",384,1,-128
3316,"1 2 3 4 -3 -3 -4 3 4 -1 -2 -4",384,1,128
3317,"1 2 3 4 -2 -3 -1 -3 -4 -4 3 4",384,1,0
3318,"1 2 3 4 3 -2 4 -1 -4 -3 -3 -4",384,1,0
3319,"1 2 3 4 -2 -4 -2 -3 2 -4 -1 4",384,1,64
3320,"1 2 3 4 3 -4 -3 -1 -2 -4 -3 4",384,1,64
